RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever/DerogPubRec,NumTrades90Ever/DerogPubRec,PercentTradesNeverDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,PercentTradesWBalance
Bad,64.0,20.0,115.0,13.0,2.0,0.0,56.0,16.0,0.0,19.0,0.0,0.0,85.0,9.0,91.0
Bad,89.0,6.0,96.0,19.0,0.0,0.0,100.0,19.0,1.0,32.0,0.0,0.0,10.0,4.0,75.0
Bad,67.0,10.0,77.0,46.0,1.0,1.0,98.0,50.0,1.0,18.0,0.0,0.0,24.0,12.0,54.0
Bad,81.0,3.0,84.0,21.0,0.0,0.0,100.0,23.0,1.0,33.0,0.0,0.0,16.0,2.0,50.0
Good,67.0,5.0,61.0,26.0,0.0,0.0,93.0,27.0,3.0,15.0,1.0,1.0,86.0,5.0,67.0
Bad,65.0,1.0,64.0,42.0,1.0,0.0,82.0,45.0,4.0,60.0,4.0,4.0,13.0,3.0,75.0
Bad,79.0,7.0,81.0,19.0,0.0,0.0,100.0,20.0,1.0,32.0,0.0,0.0,67.0,2.0,50.0
Bad,48.0,26.0,79.0,32.0,10.0,10.0,82.0,40.0,0.0,29.0,2.0,2.0,88.0,7.0,77.0
Good,80.0,4.0,92.0,35.0,0.0,0.0,94.0,38.0,3.0,26.0,0.0,0.0,17.0,5.0,39.0
Bad,70.0,3.0,50.0,18.0,0.0,0.0,89.0,18.0,4.0,50.0,0.0,0.0,42.0,2.0,63.0
Bad,77.0,2.0,33.0,14.0,0.0,0.0,100.0,15.0,1.0,7.0,0.0,0.0,27.0,4.0,56.0
Bad,71.0,4.0,70.0,12.0,1.0,1.0,100.0,12.0,2.0,33.0,5.0,5.0,12.0,2.0,50.0
Good,66.0,2.0,69.0,28.0,0.0,0.0,93.0,29.0,2.0,48.0,0.0,0.0,58.0,7.0,71.0
Bad,80.0,2.0,64.0,18.0,0.0,0.0,95.0,19.0,2.0,68.0,0.0,0.0,8.0,1.0,50.0
Good,70.0,6.0,102.0,19.0,0.0,0.0,100.0,19.0,5.0,21.0,1.0,1.0,44.0,7.0,77.0
Bad,61.0,9.0,107.0,22.0,2.0,0.0,79.0,24.0,4.0,42.0,0.0,0.0,86.0,3.0,78.0
Good,84.0,27.0,111.0,19.0,0.0,0.0,100.0,20.0,0.0,32.0,1.0,0.0,49.0,3.0,60.0
Good,80.0,24.0,99.0,15.0,0.0,0.0,100.0,15.0,0.0,33.0,1.0,1.0,1.0,3.0,100.0
Good,77.0,8.0,63.0,20.0,0.0,0.0,100.0,20.0,2.0,45.0,0.0,0.0,35.0,5.0,91.0
Good,81.0,11.0,90.0,9.0,1.0,0.0,90.0,10.0,1.0,10.0,2.0,2.0,0.0,2.0,29.0
Good,71.0,37.0,105.0,9.0,0.0,0.0,78.0,9.0,0.0,44.0,0.0,0.0,39.0,2.0,67.0
Bad,56.0,9.0,58.0,30.0,0.0,0.0,90.0,30.0,1.0,80.0,2.0,2.0,74.0,3.0,100.0
Bad,55.0,1.0,69.0,23.0,0.0,0.0,92.0,24.0,1.0,58.0,0.0,0.0,97.0,5.0,89.0
Good,74.0,5.0,43.0,22.0,0.0,0.0,96.0,23.0,2.0,52.0,1.0,1.0,23.0,3.0,67.0
Good,86.0,3.0,71.0,29.0,0.0,0.0,100.0,31.0,6.0,52.0,1.0,1.0,3.0,1.0,43.0
Bad,50.0,18.0,75.0,3.0,3.0,3.0,43.0,7.0,0.0,29.0,5.0,5.0,154.0,1.0,100.0
Bad,62.0,2.0,69.0,16.0,0.0,0.0,94.0,17.0,3.0,24.0,0.0,0.0,92.0,6.0,100.0
Bad,67.0,2.0,53.0,18.0,0.0,0.0,89.0,20.0,1.0,47.0,3.0,3.0,30.0,5.0,100.0
Bad,88.0,3.0,74.0,34.0,0.0,0.0,100.0,35.0,2.0,46.0,1.0,1.0,6.0,4.0,73.0
Bad,54.0,4.0,78.0,47.0,5.0,5.0,90.0,49.0,2.0,76.0,3.0,3.0,56.0,5.0,86.0
Bad,59.0,11.0,47.0,10.0,2.0,0.0,69.0,13.0,1.0,46.0,0.0,0.0,69.0,4.0,86.0
Good,63.0,7.0,75.0,26.0,0.0,0.0,88.0,26.0,3.0,27.0,1.0,1.0,69.0,5.0,75.0
Good,71.0,13.0,122.0,24.0,1.0,0.0,88.0,25.0,0.0,28.0,0.0,0.0,13.0,3.0,58.0
Bad,66.0,16.0,88.0,12.0,0.0,0.0,60.0,15.0,0.0,20.0,1.0,0.0,51.0,3.0,80.0
Bad,59.0,13.0,72.0,16.0,2.0,1.0,68.0,19.0,0.0,42.0,0.0,0.0,42.0,4.0,78.0
Bad,77.0,15.0,81.0,19.0,0.0,0.0,95.0,19.0,0.0,11.0,1.0,1.0,36.0,3.0,40.0
Bad,71.0,2.0,33.0,23.0,0.0,0.0,96.0,26.0,5.0,23.0,11.0,11.0,23.0,4.0,47.0
Bad,72.0,1.0,47.0,14.0,0.0,0.0,94.0,16.0,6.0,31.0,2.0,2.0,49.0,3.0,78.0
Bad,68.0,10.0,82.0,22.0,1.0,0.0,79.0,24.0,1.0,25.0,0.0,0.0,53.0,7.0,64.0
Bad,90.0,1.0,111.0,4.0,0.0,0.0,100.0,5.0,1.0,40.0,3.0,3.0,0.0,0.0,0.0
Bad,73.0,2.0,42.0,14.0,0.0,0.0,100.0,15.0,2.0,27.0,0.0,0.0,61.0,4.0,88.0
Bad,80.0,27.0,114.0,12.0,0.0,0.0,83.0,13.0,0.0,50.0,0.0,0.0,18.0,3.0,83.0
Bad,77.0,1.0,71.0,24.0,0.0,0.0,97.0,30.0,4.0,55.0,1.0,1.0,43.0,3.0,63.0
Good,82.0,9.0,59.0,17.0,0.0,0.0,100.0,17.0,1.0,35.0,0.0,0.0,0.0,1.0,50.0
Good,85.0,11.0,81.0,22.0,0.0,0.0,100.0,22.0,1.0,36.0,0.0,0.0,0.0,0.0,29.0
Good,77.0,1.0,53.0,31.0,0.0,0.0,100.0,33.0,3.0,24.0,0.0,0.0,2.0,3.0,56.0
Bad,59.0,39.0,111.0,11.0,1.0,0.0,75.0,12.0,0.0,50.0,0.0,0.0,91.0,5.0,100.0
Bad,55.0,2.0,56.0,27.0,3.0,3.0,93.0,29.0,2.0,17.0,4.0,4.0,73.0,8.0,100.0
Good,67.0,2.0,49.0,11.0,0.0,0.0,83.0,12.0,2.0,25.0,5.0,5.0,53.0,2.0,43.0
Bad,77.0,2.0,86.0,19.0,0.0,0.0,100.0,20.0,3.0,20.0,2.0,2.0,44.0,5.0,70.0
Bad,62.0,1.0,12.0,7.0,0.0,0.0,100.0,9.0,5.0,22.0,0.0,0.0,59.0,5.0,100.0
Bad,88.0,6.0,183.0,15.0,0.0,0.0,100.0,15.0,1.0,7.0,0.0,0.0,12.0,2.0,67.0
Bad,79.0,36.0,102.0,2.0,1.0,0.0,75.0,4.0,0.0,75.0,0.0,0.0,0.0,0.0,50.0
Good,64.0,17.0,81.0,32.0,1.0,0.0,76.0,33.0,0.0,33.0,0.0,0.0,17.0,9.0,65.0
Bad,59.0,6.0,41.0,27.0,5.0,5.0,100.0,27.0,2.0,44.0,4.0,4.0,49.0,6.0,71.0
Bad,87.0,1.0,78.0,45.0,0.0,0.0,100.0,46.0,2.0,59.0,0.0,0.0,1.0,3.0,50.0
Good,84.0,3.0,79.0,19.0,0.0,0.0,100.0,19.0,1.0,58.0,1.0,1.0,2.0,3.0,100.0
Good,85.0,8.0,83.0,22.0,0.0,0.0,100.0,22.0,2.0,18.0,0.0,0.0,9.0,2.0,36.0
Good,85.0,9.0,79.0,21.0,0.0,0.0,100.0,21.0,1.0,10.0,2.0,2.0,8.0,1.0,25.0
Good,75.0,7.0,56.0,26.0,0.0,0.0,100.0,27.0,2.0,42.0,1.0,1.0,32.0,3.0,67.0
Bad,56.0,3.0,55.0,34.0,0.0,0.0,100.0,36.0,2.0,53.0,0.0,0.0,92.0,9.0,92.0
Bad,69.0,8.0,44.0,17.0,0.0,0.0,100.0,18.0,1.0,24.0,0.0,0.0,48.0,4.0,78.0
Good,73.0,7.0,32.0,10.0,0.0,0.0,100.0,10.0,1.0,30.0,0.0,0.0,55.0,3.0,67.0
Good,64.0,12.0,81.0,28.0,0.0,0.0,97.0,30.0,0.0,61.0,0.0,0.0,60.0,2.0,75.0
Bad,74.0,6.0,103.0,22.0,1.0,1.0,96.0,23.0,2.0,22.0,1.0,0.0,43.0,5.0,75.0
Bad,84.0,2.0,92.0,39.0,0.0,0.0,100.0,42.0,5.0,19.0,3.0,3.0,8.0,5.0,60.0
Good,72.0,21.0,113.0,17.0,0.0,0.0,100.0,17.0,0.0,41.0,0.0,0.0,75.0,7.0,89.0
Bad,80.0,3.0,44.0,11.0,0.0,0.0,100.0,12.0,2.0,55.0,0.0,0.0,27.0,1.0,50.0
Bad,82.0,41.0,101.0,18.0,0.0,0.0,100.0,19.0,0.0,21.0,0.0,0.0,42.0,3.0,67.0
Good,80.0,5.0,93.0,34.0,1.0,0.0,97.0,35.0,1.0,40.0,0.0,0.0,7.0,4.0,58.0
Good,88.0,16.0,119.0,10.0,0.0,0.0,100.0,10.0,0.0,10.0,0.0,0.0,1.0,4.0,56.0
Good,75.0,11.0,57.0,23.0,0.0,0.0,100.0,24.0,1.0,38.0,1.0,0.0,32.0,4.0,67.0
Bad,69.0,3.0,63.0,23.0,1.0,0.0,96.0,27.0,5.0,33.0,1.0,1.0,61.0,3.0,67.0
Good,78.0,23.0,102.0,19.0,0.0,0.0,95.0,19.0,0.0,42.0,0.0,0.0,17.0,6.0,82.0
Good,58.0,15.0,71.0,17.0,1.0,1.0,83.0,18.0,0.0,33.0,0.0,0.0,45.0,2.0,75.0
Good,71.0,2.0,74.0,28.0,0.0,0.0,93.0,30.0,4.0,20.0,2.0,2.0,12.0,7.0,60.0
Bad,91.0,33.0,101.0,16.0,0.0,0.0,100.0,16.0,0.0,56.0,0.0,0.0,1.0,1.0,40.0
Bad,63.0,2.0,78.0,6.0,4.0,2.0,54.0,13.0,2.0,31.0,2.0,1.0,31.0,1.0,67.0
Good,77.0,3.0,87.0,19.0,0.0,0.0,95.0,19.0,2.0,16.0,3.0,3.0,35.0,4.0,54.0
Good,70.0,12.0,95.0,16.0,2.0,2.0,94.0,17.0,0.0,41.0,0.0,0.0,60.0,2.0,80.0
Good,58.0,5.0,97.0,33.0,0.0,0.0,88.0,34.0,5.0,21.0,1.0,1.0,47.0,7.0,79.0
Good,89.0,15.0,129.0,15.0,0.0,0.0,100.0,15.0,0.0,13.0,0.0,0.0,3.0,2.0,33.0
Bad,57.0,5.0,57.0,8.0,5.0,4.0,62.0,13.0,3.0,46.0,2.0,2.0,54.0,4.0,88.0
Good,87.0,5.0,89.0,15.0,0.0,0.0,100.0,15.0,1.0,20.0,0.0,0.0,4.0,4.0,50.0
Bad,77.0,1.0,20.0,10.0,0.0,0.0,100.0,11.0,4.0,36.0,0.0,0.0,5.0,3.0,67.0
Bad,64.0,4.0,54.0,7.0,2.0,1.0,78.0,9.0,1.0,11.0,0.0,0.0,48.0,2.0,50.0
Bad,80.0,25.0,104.0,20.0,0.0,0.0,100.0,21.0,0.0,5.0,0.0,0.0,55.0,4.0,50.0
Good,68.0,7.0,79.0,24.0,0.0,0.0,96.0,24.0,1.0,29.0,0.0,0.0,23.0,5.0,53.0
Bad,59.0,87.0,132.0,10.0,5.0,2.0,59.0,17.0,0.0,41.0,0.0,0.0,0.0,0.0,33.0
Bad,61.0,5.0,93.0,34.0,2.0,2.0,100.0,34.0,2.0,53.0,7.0,7.0,68.0,7.0,79.0
Bad,50.0,3.0,77.0,22.0,0.0,0.0,83.0,24.0,3.0,46.0,2.0,2.0,82.0,12.0,100.0
Bad,55.0,5.0,53.0,43.0,0.0,0.0,96.0,56.0,5.0,36.0,6.0,6.0,61.0,12.0,74.0
Bad,76.0,8.0,137.0,35.0,0.0,0.0,97.0,36.0,3.0,25.0,1.0,1.0,20.0,6.0,71.0
Bad,61.0,2.0,40.0,22.0,0.0,0.0,96.0,23.0,4.0,26.0,1.0,1.0,50.0,7.0,69.0
Bad,84.0,3.0,68.0,16.0,0.0,0.0,100.0,16.0,3.0,56.0,0.0,0.0,2.0,2.0,73.0
Good,80.0,2.0,80.0,25.0,0.0,0.0,92.0,26.0,3.0,50.0,1.0,1.0,2.0,2.0,56.0
Good,80.0,2.0,82.0,29.0,0.0,0.0,100.0,32.0,2.0,59.0,1.0,1.0,26.0,3.0,50.0
Good,69.0,1.0,79.0,29.0,0.0,0.0,97.0,30.0,1.0,50.0,4.0,4.0,33.0,5.0,80.0
Good,79.0,0.0,75.0,47.0,0.0,0.0,100.0,50.0,3.0,14.0,2.0,2.0,41.0,6.0,100.0
Good,78.0,10.0,112.0,10.0,0.0,0.0,60.0,11.0,1.0,20.0,1.0,0.0,63.0,3.0,80.0
Good,88.0,16.0,152.0,15.0,0.0,0.0,100.0,16.0,0.0,31.0,0.0,0.0,14.0,2.0,80.0
Bad,78.0,5.0,63.0,19.0,0.0,0.0,100.0,20.0,1.0,55.0,0.0,0.0,39.0,4.0,100.0
Good,59.0,2.0,25.0,30.0,1.0,0.0,97.0,32.0,9.0,31.0,1.0,1.0,50.0,13.0,83.0
Good,83.0,14.0,73.0,17.0,0.0,0.0,100.0,17.0,0.0,35.0,0.0,0.0,20.0,3.0,44.0
Good,80.0,3.0,56.0,22.0,0.0,0.0,100.0,23.0,2.0,9.0,4.0,4.0,13.0,1.0,29.0
Bad,64.0,3.0,111.0,13.0,3.0,2.0,82.0,17.0,1.0,59.0,5.0,5.0,60.0,2.0,60.0
Bad,70.0,4.0,98.0,29.0,0.0,0.0,91.0,32.0,1.0,53.0,2.0,2.0,30.0,4.0,86.0
Bad,72.0,8.0,116.0,59.0,0.0,0.0,100.0,60.0,1.0,3.0,1.0,1.0,10.0,17.0,56.0
Good,76.0,4.0,59.0,24.0,1.0,0.0,96.0,26.0,2.0,24.0,0.0,0.0,0.0,1.0,40.0
Good,66.0,15.0,92.0,24.0,0.0,0.0,80.0,25.0,0.0,40.0,0.0,0.0,31.0,4.0,67.0
Bad,63.0,5.0,8.0,2.0,0.0,0.0,100.0,2.0,2.0,0.0,7.0,7.0,75.0,2.0,100.0
Good,63.0,6.0,86.0,24.0,0.0,0.0,96.0,24.0,2.0,29.0,1.0,1.0,75.0,7.0,60.0
Bad,69.0,47.0,128.0,25.0,0.0,0.0,88.0,25.0,0.0,16.0,0.0,0.0,87.0,9.0,100.0
Bad,77.0,3.0,61.0,22.0,0.0,0.0,100.0,22.0,4.0,5.0,3.0,3.0,44.0,5.0,46.0
Bad,60.0,15.0,60.0,2.0,6.0,4.0,11.0,9.0,0.0,22.0,0.0,0.0,19.0,1.0,67.0
Bad,72.0,20.0,79.0,14.0,0.0,0.0,100.0,16.0,0.0,63.0,0.0,0.0,50.0,5.0,100.0
Bad,61.0,4.0,9.0,9.0,0.0,0.0,100.0,9.0,6.0,78.0,3.0,3.0,73.0,1.0,80.0
Good,77.0,6.0,71.0,47.0,0.0,0.0,100.0,47.0,2.0,36.0,3.0,3.0,18.0,5.0,50.0
Good,69.0,1.0,79.0,21.0,2.0,2.0,100.0,22.0,3.0,73.0,1.0,1.0,30.0,1.0,57.0
Bad,79.0,7.0,75.0,27.0,0.0,0.0,100.0,29.0,1.0,66.0,2.0,2.0,24.0,4.0,67.0
Good,62.0,31.0,80.0,8.0,3.0,2.0,36.0,11.0,0.0,27.0,2.0,2.0,57.0,3.0,80.0
Bad,64.0,3.0,93.0,13.0,2.0,0.0,69.0,16.0,2.0,50.0,1.0,1.0,48.0,4.0,86.0
Good,81.0,3.0,65.0,31.0,0.0,0.0,100.0,31.0,3.0,29.0,0.0,0.0,2.0,1.0,27.0
Good,81.0,5.0,62.0,24.0,0.0,0.0,100.0,25.0,3.0,25.0,0.0,0.0,17.0,3.0,56.0
Good,84.0,11.0,74.0,19.0,0.0,0.0,95.0,19.0,1.0,32.0,1.0,1.0,4.0,5.0,64.0
Bad,84.0,2.0,92.0,27.0,0.0,0.0,100.0,30.0,2.0,40.0,2.0,2.0,22.0,3.0,86.0
Bad,84.0,4.0,68.0,22.0,0.0,0.0,100.0,22.0,1.0,55.0,0.0,0.0,17.0,2.0,89.0
Good,78.0,18.0,77.0,9.0,0.0,0.0,100.0,9.0,0.0,44.0,0.0,0.0,21.0,2.0,75.0
Bad,61.0,2.0,49.0,21.0,0.0,0.0,95.0,22.0,4.0,27.0,4.0,4.0,36.0,5.0,57.0
Bad,87.0,3.0,84.0,23.0,0.0,0.0,100.0,23.0,2.0,61.0,1.0,1.0,1.0,3.0,78.0
Bad,69.0,9.0,61.0,38.0,0.0,0.0,95.0,39.0,3.0,64.0,0.0,0.0,92.0,5.0,89.0
Bad,64.0,3.0,40.0,21.0,0.0,0.0,100.0,21.0,8.0,43.0,12.0,12.0,82.0,1.0,83.0
Bad,72.0,7.0,64.0,19.0,0.0,0.0,100.0,19.0,3.0,26.0,0.0,0.0,25.0,5.0,50.0
Good,78.0,6.0,80.0,48.0,0.0,0.0,100.0,48.0,1.0,56.0,1.0,1.0,11.0,3.0,56.0
Bad,70.0,1.0,28.0,26.0,0.0,0.0,100.0,30.0,10.0,28.0,3.0,3.0,22.0,2.0,67.0
Bad,68.0,3.0,85.0,21.0,0.0,0.0,100.0,22.0,3.0,43.0,7.0,7.0,66.0,3.0,100.0
Bad,69.0,3.0,47.0,16.0,1.0,0.0,84.0,19.0,3.0,58.0,1.0,1.0,1.0,2.0,60.0
Good,89.0,25.0,110.0,8.0,0.0,0.0,100.0,8.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Bad,57.0,3.0,48.0,25.0,1.0,1.0,96.0,26.0,4.0,23.0,2.0,2.0,4.0,5.0,60.0
Bad,80.0,3.0,79.0,30.0,0.0,0.0,100.0,30.0,2.0,43.0,3.0,3.0,9.0,3.0,38.0
Bad,72.0,2.0,55.0,3.0,1.0,1.0,80.0,5.0,2.0,60.0,3.0,3.0,56.0,1.0,50.0
Good,82.0,5.0,70.0,37.0,0.0,0.0,97.0,38.0,1.0,50.0,0.0,0.0,23.0,1.0,50.0
Good,85.0,34.0,105.0,15.0,1.0,0.0,94.0,16.0,0.0,56.0,0.0,0.0,3.0,1.0,50.0
Bad,73.0,13.0,85.0,27.0,0.0,0.0,97.0,29.0,0.0,41.0,0.0,0.0,34.0,4.0,60.0
Good,78.0,3.0,42.0,17.0,0.0,0.0,94.0,17.0,6.0,18.0,1.0,1.0,4.0,4.0,55.0
Good,66.0,6.0,69.0,32.0,0.0,0.0,100.0,34.0,2.0,34.0,0.0,0.0,74.0,8.0,100.0
Good,87.0,6.0,96.0,27.0,0.0,0.0,100.0,28.0,3.0,11.0,0.0,0.0,2.0,3.0,24.0
Good,75.0,18.0,89.0,12.0,0.0,0.0,100.0,12.0,0.0,17.0,2.0,2.0,87.0,1.0,100.0
Bad,63.0,6.0,91.0,30.0,1.0,0.0,90.0,33.0,3.0,16.0,2.0,2.0,70.0,11.0,72.0
Bad,85.0,14.0,101.0,23.0,0.0,0.0,100.0,23.0,0.0,48.0,1.0,1.0,19.0,3.0,100.0
Good,74.0,7.0,63.0,14.0,0.0,0.0,100.0,14.0,3.0,29.0,0.0,0.0,35.0,5.0,73.0
Good,86.0,5.0,48.0,10.0,0.0,0.0,100.0,10.0,2.0,20.0,1.0,1.0,9.0,3.0,80.0
Good,54.0,4.0,58.0,42.0,0.0,0.0,90.0,42.0,3.0,24.0,2.0,2.0,41.0,7.0,60.0
Good,89.0,17.0,92.0,22.0,0.0,0.0,100.0,23.0,0.0,30.0,0.0,0.0,12.0,2.0,67.0
Bad,72.0,13.0,70.0,23.0,1.0,0.0,88.0,25.0,0.0,21.0,0.0,0.0,15.0,3.0,40.0
Bad,83.0,13.0,80.0,13.0,0.0,0.0,100.0,13.0,0.0,46.0,0.0,0.0,26.0,3.0,80.0
Bad,70.0,1.0,33.0,8.0,0.0,0.0,100.0,9.0,2.0,0.0,2.0,2.0,67.0,5.0,83.0
Bad,79.0,4.0,63.0,63.0,0.0,0.0,100.0,64.0,3.0,8.0,0.0,0.0,10.0,2.0,15.0
Good,73.0,7.0,140.0,14.0,0.0,0.0,100.0,15.0,1.0,40.0,2.0,2.0,47.0,4.0,75.0
Good,76.0,18.0,44.0,9.0,0.0,0.0,100.0,9.0,0.0,22.0,0.0,0.0,54.0,1.0,63.0
Good,79.0,40.0,93.0,13.0,0.0,0.0,92.0,13.0,0.0,77.0,2.0,2.0,0.0,0.0,50.0
Bad,78.0,3.0,134.0,10.0,0.0,0.0,80.0,10.0,1.0,30.0,1.0,1.0,39.0,3.0,80.0
Good,58.0,10.0,56.0,31.0,0.0,0.0,94.0,32.0,1.0,50.0,2.0,2.0,76.0,3.0,63.0
Bad,73.0,6.0,75.0,25.0,0.0,0.0,100.0,25.0,2.0,52.0,0.0,0.0,91.0,3.0,75.0
Bad,86.0,6.0,88.0,20.0,0.0,0.0,100.0,20.0,3.0,30.0,0.0,0.0,2.0,2.0,25.0
Good,68.0,4.0,85.0,24.0,0.0,0.0,88.0,24.0,2.0,38.0,1.0,1.0,15.0,7.0,85.0
Good,71.0,2.0,59.0,25.0,0.0,0.0,96.0,28.0,7.0,29.0,2.0,2.0,39.0,4.0,73.0
Good,69.0,10.0,100.0,22.0,0.0,0.0,95.0,22.0,1.0,32.0,0.0,0.0,57.0,7.0,89.0
Good,80.0,9.0,81.0,18.0,0.0,0.0,100.0,18.0,2.0,39.0,0.0,0.0,22.0,2.0,57.0
Bad,71.0,4.0,68.0,36.0,0.0,0.0,100.0,38.0,4.0,44.0,2.0,2.0,57.0,6.0,82.0
Good,64.0,2.0,52.0,7.0,3.0,3.0,73.0,11.0,1.0,36.0,4.0,4.0,90.0,1.0,75.0
Bad,89.0,6.0,58.0,5.0,0.0,0.0,100.0,6.0,3.0,17.0,2.0,2.0,14.0,1.0,50.0
Good,70.0,3.0,47.0,21.0,0.0,0.0,100.0,21.0,5.0,19.0,2.0,2.0,55.0,1.0,80.0
Bad,76.0,1.0,67.0,36.0,0.0,0.0,100.0,37.0,4.0,35.0,2.0,1.0,5.0,4.0,60.0
Bad,75.0,1.0,48.0,22.0,0.0,0.0,100.0,23.0,5.0,61.0,0.0,0.0,46.0,2.0,80.0
Bad,62.0,3.0,86.0,21.0,1.0,0.0,91.0,23.0,3.0,17.0,2.0,2.0,50.0,6.0,67.0
Bad,72.0,9.0,58.0,16.0,2.0,0.0,89.0,19.0,1.0,6.0,1.0,1.0,14.0,2.0,18.0
Bad,86.0,10.0,104.0,10.0,0.0,0.0,100.0,11.0,1.0,45.0,0.0,0.0,2.0,4.0,83.0
Bad,62.0,5.0,67.0,28.0,0.0,0.0,80.0,30.0,3.0,30.0,2.0,2.0,21.0,2.0,46.0
Good,82.0,7.0,112.0,11.0,1.0,0.0,92.0,13.0,1.0,54.0,0.0,0.0,29.0,1.0,60.0
Good,82.0,9.0,77.0,31.0,0.0,0.0,90.0,31.0,1.0,16.0,1.0,1.0,7.0,4.0,42.0
Good,80.0,11.0,71.0,36.0,0.0,0.0,100.0,36.0,2.0,39.0,7.0,7.0,15.0,1.0,25.0
Good,76.0,0.0,71.0,47.0,0.0,0.0,98.0,49.0,6.0,10.0,1.0,1.0,2.0,15.0,53.0
Bad,87.0,7.0,92.0,19.0,0.0,0.0,100.0,19.0,1.0,21.0,1.0,1.0,8.0,2.0,33.0
Good,77.0,40.0,87.0,4.0,1.0,0.0,80.0,5.0,0.0,0.0,0.0,0.0,31.0,1.0,50.0
Good,79.0,11.0,79.0,42.0,0.0,0.0,100.0,44.0,1.0,23.0,0.0,0.0,17.0,8.0,52.0
Good,84.0,10.0,60.0,23.0,0.0,0.0,100.0,23.0,1.0,26.0,0.0,0.0,4.0,3.0,45.0
Bad,73.0,9.0,63.0,14.0,0.0,0.0,100.0,14.0,3.0,36.0,1.0,1.0,29.0,4.0,82.0
Bad,76.0,10.0,86.0,28.0,0.0,0.0,100.0,28.0,1.0,50.0,0.0,0.0,55.0,1.0,75.0
Bad,62.0,23.0,90.0,13.0,0.0,0.0,71.0,14.0,0.0,7.0,1.0,1.0,44.0,4.0,67.0
Good,72.0,6.0,45.0,15.0,0.0,0.0,87.0,16.0,3.0,38.0,2.0,2.0,33.0,4.0,67.0
Bad,60.0,6.0,46.0,16.0,0.0,0.0,94.0,16.0,4.0,63.0,1.0,1.0,76.0,4.0,90.0
Bad,59.0,6.0,128.0,27.0,4.0,4.0,90.0,31.0,2.0,23.0,1.0,1.0,42.0,2.0,67.0
Bad,78.0,3.0,79.0,39.0,0.0,0.0,100.0,40.0,1.0,48.0,1.0,1.0,23.0,6.0,83.0
Bad,64.0,1.0,19.0,10.0,0.0,0.0,100.0,11.0,3.0,18.0,1.0,1.0,77.0,6.0,100.0
Bad,72.0,1.0,62.0,14.0,0.0,0.0,93.0,15.0,1.0,60.0,2.0,2.0,24.0,4.0,89.0
Bad,61.0,4.0,100.0,36.0,0.0,0.0,97.0,37.0,5.0,51.0,3.0,3.0,65.0,6.0,95.0
Good,65.0,2.0,53.0,44.0,0.0,0.0,96.0,45.0,4.0,33.0,3.0,3.0,46.0,5.0,82.0
Bad,62.0,6.0,53.0,10.0,0.0,0.0,80.0,10.0,1.0,20.0,1.0,1.0,0.0,1.0,60.0
Good,71.0,20.0,83.0,25.0,0.0,0.0,85.0,26.0,0.0,35.0,1.0,1.0,10.0,3.0,45.0
Bad,46.0,15.0,83.0,11.0,1.0,0.0,57.0,14.0,0.0,50.0,2.0,2.0,104.0,3.0,100.0
Good,79.0,3.0,82.0,15.0,0.0,0.0,93.0,15.0,1.0,20.0,0.0,0.0,26.0,2.0,44.0
Bad,75.0,5.0,81.0,22.0,0.0,0.0,100.0,25.0,2.0,60.0,1.0,1.0,63.0,2.0,83.0
Good,86.0,3.0,97.0,12.0,0.0,0.0,92.0,12.0,1.0,25.0,2.0,2.0,0.0,0.0,25.0
Bad,74.0,48.0,89.0,9.0,1.0,0.0,73.0,11.0,0.0,45.0,0.0,0.0,53.0,1.0,40.0
Bad,60.0,12.0,94.0,20.0,1.0,1.0,81.0,21.0,0.0,10.0,1.0,1.0,89.0,9.0,100.0
Good,84.0,2.0,106.0,23.0,0.0,0.0,92.0,25.0,1.0,40.0,0.0,0.0,11.0,5.0,75.0
Good,73.0,22.0,81.0,28.0,0.0,0.0,90.0,29.0,0.0,28.0,1.0,1.0,19.0,3.0,38.0
Bad,70.0,9.0,72.0,16.0,0.0,0.0,83.0,18.0,2.0,39.0,3.0,3.0,32.0,3.0,62.0
Good,73.0,8.0,102.0,12.0,0.0,0.0,83.0,12.0,1.0,33.0,0.0,0.0,28.0,4.0,75.0
Bad,58.0,2.0,88.0,24.0,1.0,1.0,96.0,26.0,3.0,62.0,0.0,0.0,25.0,5.0,90.0
Bad,80.0,3.0,49.0,21.0,0.0,0.0,100.0,21.0,3.0,33.0,3.0,3.0,3.0,3.0,44.0
Good,73.0,7.0,73.0,30.0,1.0,0.0,87.0,31.0,1.0,19.0,1.0,1.0,69.0,3.0,56.0
Good,61.0,2.0,96.0,16.0,2.0,0.0,79.0,19.0,2.0,21.0,0.0,0.0,31.0,6.0,80.0
Good,90.0,22.0,104.0,12.0,0.0,0.0,100.0,12.0,0.0,42.0,0.0,0.0,0.0,0.0,20.0
Good,71.0,1.0,60.0,37.0,0.0,0.0,100.0,40.0,7.0,50.0,3.0,3.0,64.0,4.0,71.0
Good,91.0,58.0,152.0,9.0,0.0,0.0,100.0,9.0,0.0,44.0,0.0,0.0,3.0,1.0,25.0
